Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Tissue
SRR7221924,WGS,assembly,232,856737420,PRJNA437462,SAMN09267672,Model organism or animal,470485315,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-9,SRX4128392,Illumina HiSeq 2500,BNP-9,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000326_BNP.bam,male,SRP149029,fin clip
SRR7221925,WGS,assembly,231,429396367,PRJNA437462,SAMN09267679,Model organism or animal,362386564,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-16,SRX4128391,Illumina HiSeq 2500,BNP-16,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000333_BNP.bam,male,SRP149029,fin clip
SRR7221926,WGS,assembly,229,687264302,PRJNA437462,SAMN09267678,Model organism or animal,441170496,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-15,SRX4128390,Illumina HiSeq 2500,BNP-15,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000332_BNP.bam,male,SRP149029,fin clip
SRR7221927,WGS,assembly,232,687082009,PRJNA437462,SAMN09267677,Model organism or animal,425249702,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BNP-14,SRX4128389,Illumina HiSeq 2500,BNP-14,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000331_BNP.bam,male,SRP149029,fin clip
SRR7221928,WGS,assembly,232,737473992,PRJNA437462,SAMN09267676,Model organism or animal,438984321,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BNP-13,SRX4128388,Illumina HiSeq 2500,BNP-13,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000330_BNP.bam,male,SRP149029,fin clip
SRR7221929,WGS,assembly,231,529582443,PRJNA437462,SAMN09267725,Model organism or animal,387892666,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,BB-14,SRX4128387,Illumina HiSeq 2500,BB-14,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000406_BB.bam,female,SRP149029,fin clip
SRR7221930,WGS,assembly,233,337690947,PRJNA437462,SAMN09267566,Model organism or animal,328887828,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,VB-23,SRX4128386,Illumina HiSeq 2500,VB-23,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000149_VB.bam,female,SRP149029,fin clip
SRR7221931,WGS,assembly,231,475183633,PRJNA437462,SAMN09267752,Model organism or animal,374692215,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,SJ-17,SRX4128385,Illumina HiSeq 2500,SJ-17,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000446_SJ.bam,female,SRP149029,fin clip
SRR7221932,WGS,assembly,230,488813828,PRJNA437462,SAMN09267552,Model organism or animal,380226206,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-9,SRX4128384,Illumina HiSeq 2500,VB-9,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000132_VB.bam,male,SRP149029,fin clip
SRR7221933,WGS,assembly,232,414081048,PRJNA437462,SAMN09267569,Model organism or animal,351411364,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-26,SRX4128383,Illumina HiSeq 2500,VB-26,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000152_VB.bam,female,SRP149029,fin clip
SRR7221934,WGS,assembly,229,283876160,PRJNA437462,SAMN09267568,Model organism or animal,326266621,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,VB-25,SRX4128382,Illumina HiSeq 2500,VB-25,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000151_VB.bam,female,SRP149029,fin clip
SRR7221935,WGS,assembly,229,935998081,PRJNA437462,SAMN09267505,Model organism or animal,519959086,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,GB-5,SRX4128381,Illumina HiSeq 2500,GB-5,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000066_GB.bam,male,SRP149029,fin clip
SRR7221936,WGS,assembly,231,592444240,PRJNA437462,SAMN09267504,Model organism or animal,410511514,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,GB-4,SRX4128380,Illumina HiSeq 2500,GB-4,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000065_GB.bam,male,SRP149029,fin clip
SRR7221937,WGS,assembly,232,924594122,PRJNA437462,SAMN09267503,Model organism or animal,496628004,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,GB-3,SRX4128379,Illumina HiSeq 2500,GB-3,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000064_GB.bam,male,SRP149029,fin clip
SRR7221938,WGS,assembly,231,609090041,PRJNA437462,SAMN09267502,Model organism or animal,416617517,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,GB-2,SRX4128378,Illumina HiSeq 2500,GB-2,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000063_GB.bam,male,SRP149029,fin clip
SRR7221939,WGS,assembly,230,627225545,PRJNA437462,SAMN09267509,Model organism or animal,424647217,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-9,SRX4128377,Illumina HiSeq 2500,GB-9,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000070_GB.bam,male,SRP149029,fin clip
SRR7221940,WGS,assembly,232,508369870,PRJNA437462,SAMN09267508,Model organism or animal,385570981,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,GB-8,SRX4128376,Illumina HiSeq 2500,GB-8,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000069_GB.bam,male,SRP149029,fin clip
SRR7221941,WGS,assembly,232,1177006593,PRJNA437462,SAMN09267507,Model organism or animal,567294921,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,GB-7,SRX4128375,Illumina HiSeq 2500,GB-7,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000068_GB.bam,male,SRP149029,fin clip
SRR7221942,WGS,assembly,232,833533362,PRJNA437462,SAMN09267506,Model organism or animal,466652170,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,GB-6,SRX4128374,Illumina HiSeq 2500,GB-6,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000067_GB.bam,male,SRP149029,fin clip
SRR7221943,WGS,assembly,230,626883960,PRJNA437462,SAMN09267511,Model organism or animal,423987035,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,GB-11,SRX4128373,Illumina HiSeq 2500,GB-11,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000072_GB.bam,male,SRP149029,fin clip
SRR7221944,WGS,assembly,231,865488206,PRJNA437462,SAMN09267510,Model organism or animal,491038274,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,GB-10,SRX4128372,Illumina HiSeq 2500,GB-10,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000071_GB.bam,male,SRP149029,fin clip
SRR7221945,WGS,assembly,233,465396905,PRJNA437462,SAMN09267611,Model organism or animal,359544483,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,PB-19,SRX4128371,Illumina HiSeq 2500,PB-19,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000201_PB.bam,female,SRP149029,fin clip
SRR7221946,WGS,assembly,230,784442261,PRJNA437462,SAMN09267610,Model organism or animal,459863131,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,PB-18,SRX4128370,Illumina HiSeq 2500,PB-18,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000200_PB.bam,female,SRP149029,fin clip
SRR7221947,WGS,assembly,230,842959322,PRJNA437462,SAMN09267481,Model organism or animal,488513012,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-5,SRX4128369,Illumina HiSeq 2500,SP-5,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000023_SP.bam,male,SRP149029,fin clip
SRR7221948,WGS,assembly,230,553503894,PRJNA437462,SAMN09267480,Model organism or animal,403711925,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,SP-4,SRX4128368,Illumina HiSeq 2500,SP-4,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000018_SP.bam,male,SRP149029,fin clip
SRR7221949,WGS,assembly,229,760843803,PRJNA437462,SAMN09267540,Model organism or animal,468836166,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,GB-40,SRX4128367,Illumina HiSeq 2500,GB-40,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000110_GB.bam,female,SRP149029,fin clip
SRR7221950,WGS,assembly,230,474409491,PRJNA437462,SAMN09267553,Model organism or animal,377118687,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,VB-10,SRX4128366,Illumina HiSeq 2500,VB-10,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000133_VB.bam,male,SRP149029,fin clip
SRR7221951,WGS,assembly,230,482974474,PRJNA437462,SAMN09267603,Model organism or animal,377228068,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-11,SRX4128365,Illumina HiSeq 2500,PB-11,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000193_PB.bam,female,SRP149029,fin clip
SRR7221952,WGS,assembly,230,362622965,PRJNA437462,SAMN09267602,Model organism or animal,343378737,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,PB-10,SRX4128364,Illumina HiSeq 2500,PB-10,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000192_PB.bam,female,SRP149029,fin clip
SRR7221953,WGS,assembly,233,547139783,PRJNA437462,SAMN09267473,Model organism or animal,382544624,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,VB-2,SRX4128363,Illumina HiSeq 2500,VB-2,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000005_VB.bam,male,SRP149029,fin clip
SRR7221954,WGS,assembly,233,370513189,PRJNA437462,SAMN09267472,Model organism or animal,337827750,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,VB-1,SRX4128362,Illumina HiSeq 2500,VB-1,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000004_VB.bam,male,SRP149029,fin clip
SRR7221955,WGS,assembly,230,512954936,PRJNA437462,SAMN09267607,Model organism or animal,384030967,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-15,SRX4128361,Illumina HiSeq 2500,PB-15,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000197_PB.bam,female,SRP149029,fin clip
SRR7221956,WGS,assembly,230,458570209,PRJNA437462,SAMN09267606,Model organism or animal,372072636,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-14,SRX4128360,Illumina HiSeq 2500,PB-14,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000196_PB.bam,female,SRP149029,fin clip
SRR7221957,WGS,assembly,233,390670838,PRJNA437462,SAMN09267609,Model organism or animal,343307464,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,PB-17,SRX4128359,Illumina HiSeq 2500,PB-17,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000199_PB.bam,female,SRP149029,fin clip
SRR7221958,WGS,assembly,233,440518124,PRJNA437462,SAMN09267608,Model organism or animal,354779712,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,PB-16,SRX4128358,Illumina HiSeq 2500,PB-16,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000198_PB.bam,female,SRP149029,fin clip
SRR7221959,WGS,assembly,231,485652994,PRJNA437462,SAMN09267708,Model organism or animal,376615473,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,BNP-45,SRX4128357,Illumina HiSeq 2500,BNP-45,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000367_BNP.bam,female,SRP149029,fin clip
SRR7221960,WGS,assembly,231,558730017,PRJNA437462,SAMN09267709,Model organism or animal,398021667,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BNP-46,SRX4128356,Illumina HiSeq 2500,BNP-46,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000372_BNP.bam,female,SRP149029,fin clip
SRR7221961,WGS,assembly,230,446113463,PRJNA437462,SAMN09267706,Model organism or animal,370916833,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,BNP-43,SRX4128355,Illumina HiSeq 2500,BNP-43,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000364_BNP.bam,female,SRP149029,fin clip
SRR7221962,WGS,assembly,230,1118668044,PRJNA437462,SAMN09267707,Model organism or animal,555574301,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BNP-44,SRX4128354,Illumina HiSeq 2500,BNP-44,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000366_BNP.bam,female,SRP149029,fin clip
SRR7221963,WGS,assembly,232,551708356,PRJNA437462,SAMN09267704,Model organism or animal,389197961,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BNP-41,SRX4128353,Illumina HiSeq 2500,BNP-41,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000361_BNP.bam,female,SRP149029,fin clip
SRR7221964,WGS,assembly,231,388688366,PRJNA437462,SAMN09267705,Model organism or animal,350453681,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,BNP-42,SRX4128352,Illumina HiSeq 2500,BNP-42,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000362_BNP.bam,female,SRP149029,fin clip
SRR7221965,WGS,assembly,231,464506706,PRJNA437462,SAMN09267702,Model organism or animal,371962066,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,sra,fasta","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BNP-39,SRX4128351,Illumina HiSeq 2500,BNP-39,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000358_BNP.bam,female,SRP149029,fin clip
SRR7221966,WGS,assembly,231,535471867,PRJNA437462,SAMN09267703,Model organism or animal,389296636,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Sexually mature adult,BNP-40,SRX4128350,Illumina HiSeq 2500,BNP-40,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000359_BNP.bam,female,SRP149029,fin clip
SRR7221967,WGS,assembly,233,194156078,PRJNA437462,SAMN09267563,Model organism or animal,293272190,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-20,SRX4128349,Illumina HiSeq 2500,VB-20,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000144_VB.bam,female,SRP149029,fin clip
SRR7221968,WGS,assembly,231,382972269,PRJNA437462,SAMN09267724,Model organism or animal,348616863,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,BB-13,SRX4128348,Illumina HiSeq 2500,BB-13,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000405_BB.bam,female,SRP149029,fin clip
SRR7221969,WGS,assembly,231,410639178,PRJNA437462,SAMN09267710,Model organism or animal,358022103,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BNP-47,SRX4128347,Illumina HiSeq 2500,BNP-47,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000375_BNP.bam,female,SRP149029,fin clip
SRR7221970,WGS,assembly,231,304844476,PRJNA437462,SAMN09267711,Model organism or animal,327069071,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,BB-1,SRX4128346,Illumina HiSeq 2500,BB-1,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000382_BB.bam,male,SRP149029,fin clip
SRR7221971,WGS,assembly,231,960359202,PRJNA437462,SAMN09267500,Model organism or animal,516065096,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-24,SRX4128345,Illumina HiSeq 2500,SP-24,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000057_SP.bam,male,SRP149029,fin clip
SRR7221972,WGS,assembly,231,535462941,PRJNA437462,SAMN09267501,Model organism or animal,397319147,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,GB-1,SRX4128344,Illumina HiSeq 2500,GB-1,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000062_GB.bam,male,SRP149029,fin clip
SRR7221973,WGS,assembly,232,729983890,PRJNA437462,SAMN09267496,Model organism or animal,442627949,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-20,SRX4128343,Illumina HiSeq 2500,SP-20,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000053_SP.bam,male,SRP149029,fin clip
SRR7221974,WGS,assembly,231,751512715,PRJNA437462,SAMN09267497,Model organism or animal,457910136,UNIVERSITY OF CALIFORNIA DAVIS,public,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-21,SRX4128342,Illumina HiSeq 2500,SP-21,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000054_SP.bam,male,SRP149029,fin clip
SRR7221975,WGS,assembly,231,858124807,PRJNA437462,SAMN09267498,Model organism or animal,481321605,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-22,SRX4128341,Illumina HiSeq 2500,SP-22,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000055_SP.bam,male,SRP149029,fin clip
SRR7221976,WGS,assembly,231,518521446,PRJNA437462,SAMN09267499,Model organism or animal,394171602,UNIVERSITY OF CALIFORNIA DAVIS,public,"bam,fasta,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,SP-23,SRX4128340,Illumina HiSeq 2500,SP-23,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000056_SP.bam,male,SRP149029,fin clip
SRR7221977,WGS,assembly,231,432212334,PRJNA437462,SAMN09267492,Model organism or animal,367874414,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Sexually mature adult,SP-16,SRX4128339,Illumina HiSeq 2500,SP-16,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000046_SP.bam,male,SRP149029,fin clip
SRR7221978,WGS,assembly,231,651505381,PRJNA437462,SAMN09267493,Model organism or animal,430454811,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,SP-17,SRX4128338,Illumina HiSeq 2500,SP-17,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000048_SP.bam,male,SRP149029,fin clip
SRR7221979,WGS,assembly,233,742228808,PRJNA437462,SAMN09267494,Model organism or animal,440040752,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Sexually mature adult,SP-18,SRX4128337,Illumina HiSeq 2500,SP-18,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000049_SP.bam,male,SRP149029,fin clip
SRR7221980,WGS,assembly,230,744008957,PRJNA437462,SAMN09267495,Model organism or animal,458801671,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Sexually mature adult,SP-19,SRX4128336,Illumina HiSeq 2500,SP-19,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000052_SP.bam,male,SRP149029,fin clip
SRR7221981,WGS,assembly,231,629353040,PRJNA437462,SAMN09267532,Model organism or animal,421882241,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,bam,fasta","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Sexually mature adult,GB-32,SRX4128335,Illumina HiSeq 2500,GB-32,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000097_GB.bam,female,SRP149029,fin clip
SRR7221982,WGS,assembly,232,419154879,PRJNA437462,SAMN09267562,Model organism or animal,354771568,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fasta,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Sexually mature adult,VB-19,SRX4128334,Illumina HiSeq 2500,VB-19,SINGLE,RANDOM,GENOMIC,Fundulus grandis,ILLUMINA,2019-01-01T00:00:00Z,BU000142_VB.bam,female,SRP149029,fin clip
