Run,AGE,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Breed,Bytes,Center Name,Collection_date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,Instrument,Isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,Strain,Tissue
SRR4781735,Not applicable,WGS,assembly,202,578541736,PRJNA323589,SAMN05930434,Model organism or animal,Not applicable,418406556,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,Bridgeport,SRX2313703,Illumina HiSeq 2500,BP-40,41.1570 N 73.2189 W,BP-40,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-40,female,SRP092392,Not applicable,caudal fin
SRR4781736,Not applicable,WGS,assembly,202,801703256,PRJNA323589,SAMN05930435,Model organism or animal,Not applicable,483406497,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,Bridgeport,SRX2313704,Illumina HiSeq 2500,BP-41,41.1570 N 73.2189 W,BP-41,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-41,male,SRP092392,Not applicable,caudal fin
SRR4781738,Not applicable,WGS,assembly,202,956977626,PRJNA323589,SAMN05930436,Model organism or animal,Not applicable,534180187,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,Bridgeport,SRX2313705,Illumina HiSeq 2500,BP-42,41.1570 N 73.2189 W,BP-42,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-42,male,SRP092392,Not applicable,caudal fin
SRR4781740,Not applicable,WGS,assembly,202,825620864,PRJNA323589,SAMN05930507,Model organism or animal,Not applicable,491551864,"UNIVERSITY OF CALIFORNIA, DAVIS",23-Nov-2008,public,Not applicable,"fasta,bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,Flax Pond,SRX2313706,Illumina HiSeq 2500,F-14,40.9637 N 73.1342 W,F-14,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,F-14,male,SRP092392,Not applicable,caudal fin
SRR4781741,Not applicable,WGS,assembly,199,10043484300,PRJNA323589,SAMN05930371,Model organism or animal,Not applicable,5744662221,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,Block Island,SRX2313707,Illumina HiSeq 2500,BI-28,41.1818 N 71.5793 W,BI-28,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-28,male,SRP092392,Not applicable,caudal fin
SRR4781743,Not applicable,WGS,assembly,199,6119942908,PRJNA323589,SAMN05930372,Model organism or animal,Not applicable,3583552386,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,Block Island,SRX2313708,Illumina HiSeq 2500,BI-29,41.1818 N 71.5793 W,BI-29,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-29,male,SRP092392,Not applicable,caudal fin
SRR4781745,Not applicable,WGS,assembly,199,8860590220,PRJNA323589,SAMN05930375,Model organism or animal,Not applicable,5178360628,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,Block Island,SRX2313709,Illumina HiSeq 2500,BI-32,41.1818 N 71.5793 W,BI-32,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-32,female,SRP092392,Not applicable,caudal fin
SRR4781747,Not applicable,WGS,assembly,199,7923403932,PRJNA323589,SAMN05930376,Model organism or animal,Not applicable,4665521231,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,Block Island,SRX2313710,Illumina HiSeq 2500,BI-33,41.1818 N 71.5793 W,BI-33,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-33,female,SRP092392,Not applicable,caudal fin
SRR4781748,Not applicable,WGS,assembly,199,12695596828,PRJNA323589,SAMN05930373,Model organism or animal,Not applicable,7035598913,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"bam,fasta,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,Block Island,SRX2313711,Illumina HiSeq 2500,BI-2,41.1818 N 71.5793 W,BI-2,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-2,male,SRP092392,Not applicable,caudal fin
SRR4781750,Not applicable,WGS,assembly,199,4720441588,PRJNA323589,SAMN05930374,Model organism or animal,Not applicable,2808124245,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"bam,fasta,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,Block Island,SRX2313712,Illumina HiSeq 2500,BI-30,41.1818 N 71.5793 W,BI-30,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-30,male,SRP092392,Not applicable,caudal fin
SRR4781752,Not applicable,WGS,assembly,199,11580034748,PRJNA323589,SAMN05930379,Model organism or animal,Not applicable,6736807074,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Block Island,SRX2313713,Illumina HiSeq 2500,BI-36,41.1818 N 71.5793 W,BI-36,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-36,female,SRP092392,Not applicable,caudal fin
SRR4781753,Not applicable,WGS,assembly,199,9280171888,PRJNA323589,SAMN05930380,Model organism or animal,Not applicable,5447829200,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Block Island,SRX2313714,Illumina HiSeq 2500,BI-37,41.1818 N 71.5793 W,BI-37,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-37,female,SRP092392,Not applicable,caudal fin
SRR4781755,Not applicable,WGS,assembly,199,6117449012,PRJNA323589,SAMN05930377,Model organism or animal,Not applicable,3535586153,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",adult,Block Island,SRX2313715,Illumina HiSeq 2500,BI-34,41.1818 N 71.5793 W,BI-34,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-34,female,SRP092392,Not applicable,caudal fin
SRR4781756,Not applicable,WGS,assembly,199,5705010112,PRJNA323589,SAMN05930378,Model organism or animal,Not applicable,3277632509,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"sra,fasta,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Block Island,SRX2313716,Illumina HiSeq 2500,BI-35,41.1818 N 71.5793 W,BI-35,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-35,female,SRP092392,Not applicable,caudal fin
SRR4781758,Not applicable,WGS,assembly,199,8386905960,PRJNA323589,SAMN05930618,Model organism or animal,Not applicable,4971136525,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,sra,fasta","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,New Bedford Harbor,SRX2313717,Illumina HiSeq 2500,NBH-29,41.6676 N 70.9159 W,NBH-29,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-29,female,SRP092392,Not applicable,caudal fin
SRR4781760,Not applicable,WGS,assembly,199,12602151872,PRJNA323589,SAMN05930617,Model organism or animal,Not applicable,7532704141,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,bam,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,New Bedford Harbor,SRX2313718,Illumina HiSeq 2500,NBH-28,41.6676 N 70.9159 W,NBH-28,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-28,male,SRP092392,Not applicable,caudal fin
SRR4781761,Not applicable,WGS,assembly,199,10914007696,PRJNA323589,SAMN05930620,Model organism or animal,Not applicable,6370435857,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,New Bedford Harbor,SRX2313719,Illumina HiSeq 2500,NBH-30,41.6676 N 70.9159 W,NBH-30,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-30,female,SRP092392,Not applicable,caudal fin
SRR4781763,Not applicable,WGS,assembly,199,8655437140,PRJNA323589,SAMN05930619,Model organism or animal,Not applicable,5113113866,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,bam,fasta","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,New Bedford Harbor,SRX2313720,Illumina HiSeq 2500,NBH-2,41.6676 N 70.9159 W,NBH-2,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-2,male,SRP092392,Not applicable,caudal fin
SRR4781765,Not applicable,WGS,assembly,199,5567968348,PRJNA323589,SAMN05930622,Model organism or animal,Not applicable,3357625908,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,New Bedford Harbor,SRX2313721,Illumina HiSeq 2500,NBH-32,41.6676 N 70.9159 W,NBH-32,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-32,female,SRP092392,Not applicable,caudal fin
SRR4781766,Not applicable,WGS,assembly,199,6376401056,PRJNA323589,SAMN05930621,Model organism or animal,Not applicable,3859324376,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,sra,fasta","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,New Bedford Harbor,SRX2313722,Illumina HiSeq 2500,NBH-31,41.6676 N 70.9159 W,NBH-31,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-31,male,SRP092392,Not applicable,caudal fin
SRR4781769,Not applicable,WGS,assembly,199,9299053188,PRJNA323589,SAMN05930624,Model organism or animal,Not applicable,5434893622,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,bam,fasta","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,New Bedford Harbor,SRX2313723,Illumina HiSeq 2500,NBH-34,41.6676 N 70.9159 W,NBH-34,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-34,male,SRP092392,Not applicable,caudal fin
SRR4781770,Not applicable,WGS,assembly,199,8100171280,PRJNA323589,SAMN05930623,Model organism or animal,Not applicable,4621859201,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,fasta,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,New Bedford Harbor,SRX2313724,Illumina HiSeq 2500,NBH-33,41.6676 N 70.9159 W,NBH-33,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-33,male,SRP092392,Not applicable,caudal fin
SRR4781772,Not applicable,WGS,assembly,199,11015372840,PRJNA323589,SAMN05930626,Model organism or animal,Not applicable,6450284006,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,bam,fasta","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,New Bedford Harbor,SRX2313725,Illumina HiSeq 2500,NBH-36,41.6676 N 70.9159 W,NBH-36,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-36,male,SRP092392,Not applicable,caudal fin
SRR4781773,Not applicable,WGS,assembly,199,7898590436,PRJNA323589,SAMN05930625,Model organism or animal,Not applicable,4544759151,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,New Bedford Harbor,SRX2313726,Illumina HiSeq 2500,NBH-35,41.6676 N 70.9159 W,NBH-35,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-35,male,SRP092392,Not applicable,caudal fin
SRR4781775,Not applicable,WGS,assembly,199,6891541264,PRJNA323589,SAMN05930402,Model organism or animal,Not applicable,4010579325,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"bam,sra,fasta","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,Block Island,SRX2313727,Illumina HiSeq 2500,BI-8,41.1818 N 71.5793 W,BI-8,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-8,male,SRP092392,Not applicable,caudal fin
SRR4781777,Not applicable,WGS,assembly,199,10667870836,PRJNA323589,SAMN05930401,Model organism or animal,Not applicable,6004273032,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,Block Island,SRX2313728,Illumina HiSeq 2500,BI-7,41.1818 N 71.5793 W,BI-7,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-7,male,SRP092392,Not applicable,caudal fin
SRR4781780,Not applicable,WGS,assembly,202,972581924,PRJNA323589,SAMN05930508,Model organism or animal,Not applicable,540555505,"UNIVERSITY OF CALIFORNIA, DAVIS",23-Nov-2008,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",adult,Flax Pond,SRX2313729,Illumina HiSeq 2500,F-15,40.9637 N 73.1342 W,F-15,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,F-15,female,SRP092392,Not applicable,caudal fin
SRR4781784,Not applicable,WGS,assembly,202,1387062290,PRJNA323589,SAMN05930509,Model organism or animal,Not applicable,663191887,"UNIVERSITY OF CALIFORNIA, DAVIS",23-Nov-2008,public,Not applicable,"sra,bam,fasta","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Flax Pond,SRX2313730,Illumina HiSeq 2500,F-16,40.9637 N 73.1342 W,F-16,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,F-16,female,SRP092392,Not applicable,caudal fin
SRR4781789,Not applicable,WGS,assembly,202,1326180904,PRJNA323589,SAMN05930453,Model organism or animal,Not applicable,640758404,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,Bridgeport,SRX2313731,Illumina HiSeq 2500,BP-9,41.1570 N 73.2189 W,BP-9,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-9,female,SRP092392,Not applicable,caudal fin
SRR4781792,Not applicable,WGS,assembly,202,737002656,PRJNA323589,SAMN05930503,Model organism or animal,Not applicable,463486670,"UNIVERSITY OF CALIFORNIA, DAVIS",23-Nov-2008,public,Not applicable,"sra,bam,fasta","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,Flax Pond,SRX2313732,Illumina HiSeq 2500,F-10,40.9637 N 73.1342 W,F-10,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,F-10,male,SRP092392,Not applicable,caudal fin
SRR4781793,Not applicable,WGS,assembly,202,1204902326,PRJNA323589,SAMN05930504,Model organism or animal,Not applicable,602820133,"UNIVERSITY OF CALIFORNIA, DAVIS",23-Nov-2008,public,Not applicable,"fasta,sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,Flax Pond,SRX2313733,Illumina HiSeq 2500,F-11,40.9637 N 73.1342 W,F-11,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,F-11,female,SRP092392,Not applicable,caudal fin
SRR4781796,Not applicable,WGS,assembly,202,579919982,PRJNA323589,SAMN05930505,Model organism or animal,Not applicable,419616293,"UNIVERSITY OF CALIFORNIA, DAVIS",23-Nov-2008,public,Not applicable,"bam,sra,fasta","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,Flax Pond,SRX2313734,Illumina HiSeq 2500,F-12,40.9637 N 73.1342 W,F-12,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,F-12,male,SRP092392,Not applicable,caudal fin
SRR4781798,Not applicable,WGS,assembly,202,478466694,PRJNA323589,SAMN05930410,Model organism or animal,Not applicable,387350469,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,Bridgeport,SRX2313735,Illumina HiSeq 2500,BP-16,41.1570 N 73.2189 W,BP-16,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-16,male,SRP092392,Not applicable,caudal fin
SRR4781801,Not applicable,WGS,assembly,202,752690986,PRJNA323589,SAMN05930409,Model organism or animal,Not applicable,469828734,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,Bridgeport,SRX2313736,Illumina HiSeq 2500,BP-15,41.1570 N 73.2189 W,BP-15,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-15,male,SRP092392,Not applicable,caudal fin
SRR4781802,Not applicable,WGS,assembly,202,814012732,PRJNA323589,SAMN05930408,Model organism or animal,Not applicable,489333796,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,Bridgeport,SRX2313737,Illumina HiSeq 2500,BP-14,41.1570 N 73.2189 W,BP-14,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-14,female,SRP092392,Not applicable,caudal fin
SRR4781804,Not applicable,WGS,assembly,202,391731934,PRJNA323589,SAMN05930407,Model organism or animal,Not applicable,364177817,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,Bridgeport,SRX2313738,Illumina HiSeq 2500,BP-13,41.1570 N 73.2189 W,BP-13,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-13,male,SRP092392,Not applicable,caudal fin
SRR4781806,Not applicable,WGS,assembly,202,871581116,PRJNA323589,SAMN05930406,Model organism or animal,Not applicable,499895199,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"bam,sra,fasta","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",adult,Bridgeport,SRX2313739,Illumina HiSeq 2500,BP-12,41.1570 N 73.2189 W,BP-12,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-12,female,SRP092392,Not applicable,caudal fin
SRR4781808,Not applicable,WGS,assembly,202,639312426,PRJNA323589,SAMN05930405,Model organism or animal,Not applicable,437055652,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"sra,fasta,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,Bridgeport,SRX2313740,Illumina HiSeq 2500,BP-11,41.1570 N 73.2189 W,BP-11,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-11,male,SRP092392,Not applicable,caudal fin
SRR4781810,Not applicable,WGS,assembly,202,966959456,PRJNA323589,SAMN05930404,Model organism or animal,Not applicable,529652474,"UNIVERSITY OF CALIFORNIA, DAVIS",17-Dec-2008,public,Not applicable,"fasta,bam,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,Bridgeport,SRX2313741,Illumina HiSeq 2500,BP-10,41.1570 N 73.2189 W,BP-10,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BP-10,male,SRP092392,Not applicable,caudal fin
SRR4781812,Not applicable,WGS,assembly,199,7461628116,PRJNA323589,SAMN05930403,Model organism or animal,Not applicable,4433012262,"UNIVERSITY OF CALIFORNIA, DAVIS",04-Aug-2011,public,Not applicable,"fasta,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,Block Island,SRX2313742,Illumina HiSeq 2500,BI-9,41.1818 N 71.5793 W,BI-9,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,BI-9,male,SRP092392,Not applicable,caudal fin
SRR4781814,Not applicable,WGS,assembly,199,11056095304,PRJNA323589,SAMN05930627,Model organism or animal,Not applicable,6383518856,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,fasta,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,New Bedford Harbor,SRX2313743,Illumina HiSeq 2500,NBH-37,41.6676 N 70.9159 W,NBH-37,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-37,male,SRP092392,Not applicable,caudal fin
SRR4781816,Not applicable,WGS,assembly,199,8172636048,PRJNA323589,SAMN05930628,Model organism or animal,Not applicable,4802614829,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,fasta,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,New Bedford Harbor,SRX2313744,Illumina HiSeq 2500,NBH-38,41.6676 N 70.9159 W,NBH-38,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-38,female,SRP092392,Not applicable,caudal fin
SRR4781818,Not applicable,WGS,assembly,199,13172543524,PRJNA323589,SAMN05930633,Model organism or animal,Not applicable,7534280765,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,fasta,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,New Bedford Harbor,SRX2313745,Illumina HiSeq 2500,NBH-43,41.6676 N 70.9159 W,NBH-43,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-43,female,SRP092392,Not applicable,caudal fin
SRR4781820,Not applicable,WGS,assembly,199,8634403516,PRJNA323589,SAMN05930634,Model organism or animal,Not applicable,5035792299,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,sra,fasta","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,New Bedford Harbor,SRX2313746,Illumina HiSeq 2500,NBH-44,41.6676 N 70.9159 W,NBH-44,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-44,female,SRP092392,Not applicable,caudal fin
SRR4781821,Not applicable,WGS,assembly,199,8101028388,PRJNA323589,SAMN05930635,Model organism or animal,Not applicable,4742606298,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,sra,fasta","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,New Bedford Harbor,SRX2313747,Illumina HiSeq 2500,NBH-45,41.6676 N 70.9159 W,NBH-45,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-45,male,SRP092392,Not applicable,caudal fin
SRR4781823,Not applicable,WGS,assembly,199,9160856124,PRJNA323589,SAMN05930636,Model organism or animal,Not applicable,5321625095,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"sra,bam,fasta","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,New Bedford Harbor,SRX2313748,Illumina HiSeq 2500,NBH-46,41.6676 N 70.9159 W,NBH-46,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-46,male,SRP092392,Not applicable,caudal fin
SRR4781824,Not applicable,WGS,assembly,199,8596768872,PRJNA323589,SAMN05930629,Model organism or animal,Not applicable,4915184854,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"fasta,sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,New Bedford Harbor,SRX2313749,Illumina HiSeq 2500,NBH-39,41.6676 N 70.9159 W,NBH-39,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-39,male,SRP092392,Not applicable,caudal fin
SRR4781826,Not applicable,WGS,assembly,199,5752164396,PRJNA323589,SAMN05930630,Model organism or animal,Not applicable,3402386925,"UNIVERSITY OF CALIFORNIA, DAVIS",22-Jul-2008,public,Not applicable,"bam,sra,fasta","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",adult,New Bedford Harbor,SRX2313750,Illumina HiSeq 2500,NBH-40,41.6676 N 70.9159 W,NBH-40,PAIRED,RANDOM,GENOMIC,Fundulus heteroclitus,ILLUMINA,2018-05-20T00:00:00Z,NBH-40,female,SRP092392,Not applicable,caudal fin
